Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU1344,62.36756041,80,681,9670.145533,Male,49,22,13,5,Carrier C,6.756329264,Supplier 3,Chennai,18,874,16,7.438810441,Pending,3.062923938,Air,Route A,728.173207
haircare,SKU1345,52.39644814,73,599,6425.178566,Female,20,6,64,6,Carrier C,2.230355131,Supplier 1,Bangalore,38,801,6,58.55636011,Pending,0.00098487,Road,Route A,382.5805469
cosmetics,SKU1346,20.67594827,34,503,6674.147435,Female,73,22,38,7,Carrier B,8.057823853,Supplier 4,Delhi,22,350,23,50.96385467,Pending,0.357943566,Road,Route A,512.0278742
cosmetics,SKU1347,53.60762818,27,821,7067.660717,Unknown,64,27,71,7,Carrier B,3.894007602,Supplier 4,Mumbai,38,894,21,20.87818017,Pass,4.148679521,Air,Route B,858.2883233
haircare,SKU1348,70.36523881,85,563,4101.594625,Non-binary,19,6,62,6,Carrier B,5.342813911,Supplier 5,Mumbai,6,341,11,42.95224688,Fail,2.894236818,Road,Route A,617.4432972
skincare,SKU1349,63.84990184,,443,10379.94723,Female,90,33,34,6,Carrier C,6.028360235,Supplier 5,Mumbai,13,507,31,53.90655358,Pending,2.812418203,Road,Route A,288.4876137
cosmetics,SKU1350,70.482592,42,42,7294.747967,Unknown,82,15,51,7,Carrier B,10.69979104,Supplier 5,Kolkata,12,663,23,43.76034061,Fail,1.979356314,Road,Route A,744.6085026
haircare,SKU1351,29.08540907,38,483,10297.75772,Female,34,9,28,2,Carrier A,0.090129374,Supplier 2,Kolkata,19,348,12,76.62864223,Fail,1.568003587,Rail,Route B,310.5973332
skincare,SKU1352,85.12127178,38,243,6016.52276,Female,73,2,75,7,Carrier B,6.215931417,Supplier 1,Kolkata,13,447,14,18.18936946,Fail,4.207818276,Road,Route B,445.8231541
haircare,SKU1353,54.14972292,49,551,11174.77642,Female,1,14,24,1,Carrier B,7.313394842,Supplier 5,Bangalore,17,448,16,8.144579029,Fail,3.694367206,Rail,Route B,893.7430587
haircare,SKU1354,45.76150175,15,12,1746.640897,Non-binary,54,17,43,7,Carrier A,5.829389435,Supplier 4,Bangalore,19,768,34,77.23445755,Pass,2.189034319,Rail,Route B,200.9493913
skincare,SKU1355,68.02315544,48,225,5759.962484,Female,24,27,41,4,Carrier B,5.19049167,Supplier 4,Delhi,2,325,25,30.62846884,Fail,2.107081081,Sea,Route B,36.76173188
haircare,SKU1356,20.35601002,82,282,5076.730314,Non-binary,22,14,79,8,Carrier A,6.300677894,Supplier 2,Chennai,23,215,0,77.77182966,Pending,3.820611873,Road,Route B,716.1742799
cosmetics,SKU1357,26.7822228,,587,2676.703214,Unknown,94,13,28,3,Carrier A,8.807896471,Supplier 2,Mumbai,11,781,26,66.65357656,Fail,4.049687336,Air,Route A,465.7764186
cosmetics,SKU1358,103.3638466,46,601,7294.707645,Non-binary,46,11,12,6,Carrier C,3.037003895,Supplier 4,Kolkata,26,833,13,25.53051825,Pending,0.771857205,Road,Route C,280.5144052
cosmetics,SKU1359,46.62122176,54,277,5170.07645,Male,69,24,31,8,Carrier B,4.452626971,Supplier 2,Mumbai,17,93,6,43.25834933,Fail,4.224935857,Rail,Route A,525.8660817
cosmetics,SKU1360,117.3190662,35,990,6993.813786,Non-binary,7,20,30,6,Carrier C,6.256823496,Supplier 2,Delhi,27,840,9,25.36812751,Fail,4.412352787,Sea,Route A,451.3852976
haircare,SKU1361,29.89816528,31,1249,3338.143088,Female,2,2,76,2,Carrier B,6.706937738,Supplier 1,Kolkata,16,1015,22,83.25654031,Fail,2.066900009,Road,Route C,96.81561433
haircare,SKU1362,75.85846038,48,506,3930.566082,Female,74,27,15,4,Carrier A,0.134047678,Supplier 5,Mumbai,9,598,2,67.42557978,Pending,2.159921513,Rail,Route A,72.58771752
skincare,SKU1363,43.3786368,47,527,11374.88723,Male,84,27,109,5,Carrier C,9.374511798,Supplier 5,Bangalore,17,711,11,81.32634135,Pending,3.77679111,Rail,Route A,221.7345277
haircare,SKU1364,118.0334668,41,756,5294.681611,Male,62,22,51,7,Carrier C,6.993136484,Supplier 1,Bangalore,14,101,2,40.24734227,Pending,4.153938174,Road,Route C,306.1257886
skincare,SKU1365,34.60786692,61,36,8698.04503,Unknown,76,10,52,9,Carrier A,5.157242389,Supplier 4,Chennai,8,449,5,32.86216054,Pass,1.083539719,Sea,Route A,497.2203745
haircare,SKU1366,19.31001614,27,211,7004.303013,Unknown,8,2,54,3,Carrier B,5.134004987,Supplier 4,Chennai,5,220,24,54.39080531,Pending,2.171140121,Rail,Route A,914.6442299
haircare,SKU1367,80.10646318,33,189,5582.829091,Female,7,18,9,5,Carrier B,4.410579568,Supplier 1,Bangalore,14,716,23,50.38803444,Fail,4.118161078,Air,Route C,568.1286302
haircare,SKU1368,111.7175837,57,276,4826.18953,Unknown,83,13,69,3,Carrier C,4.829122857,Supplier 2,Kolkata,17,295,6,13.48293353,Pass,3.056548008,Sea,Route B,1147.817353
cosmetics,SKU1369,43.84820918,60,624,5016.309675,Non-binary,38,19,109,7,Carrier A,8.319598733,Supplier 1,Delhi,24,634,11,40.15851412,Pending,1.749848954,Rail,Route A,688.9389321
cosmetics,SKU1370,76.34267821,41,202,2214.283049,Non-binary,6,35,45,4,Carrier C,6.013898196,Supplier 4,Mumbai,8,335,11,42.34675839,Pass,1.57266478,Road,Route B,160.3388716
skincare,SKU1371,10.47509653,123,125,1149.91001,Male,60,7,26,4,Carrier A,2.220486408,Supplier 3,Bangalore,13,571,18,41.39933436,Pass,0.640207825,Road,Route A,221.0032962
haircare,SKU1372,56.12305394,,460,4310.035816,Unknown,64,18,86,5,Carrier B,6.396417694,Supplier 2,Kolkata,18,772,32,54.28111349,Fail,1.107363439,Road,Route B,737.721221
haircare,SKU1373,76.38199068,75,717,11174.30664,Female,23,5,48,5,Carrier B,4.843606377,Supplier 1,Bangalore,13,688,14,35.97955341,Pending,1.514782822,Sea,Route B,351.6810278
haircare,SKU1374,39.65413301,25,824,3726.495374,Unknown,54,9,26,3,Carrier A,5.787526249,Supplier 1,Delhi,19,340,16,46.46513533,Fail,1.94368111,Air,Route A,451.5562334
skincare,SKU1375,53.10489693,55,494,2306.593811,Female,49,10,26,2,Carrier A,0.314155437,Supplier 1,Delhi,13,672,0,77.69468222,Pass,2.73571124,Road,Route B,378.2497767
skincare,SKU1376,74.58535572,49,227,9817.161593,Unknown,38,14,27,2,Carrier A,7.268557298,Supplier 1,Kolkata,16,475,10,10.71642955,Pass,2.39483951,Road,Route A,72.61456597
skincare,SKU1377,77.14461657,42,660,5248.746723,Unknown,34,1,55,5,Carrier C,7.678339658,Supplier 3,Bangalore,13,1005,4,76.01903821,Fail,1.193476628,Sea,Route C,593.3504796
haircare,SKU1378,104.5140748,30,298,6081.757231,Male,42,14,29,9,Carrier C,3.828603181,Supplier 3,Kolkata,29,763,29,35.06215037,Pending,1.385087707,Rail,Route A,589.1428055
haircare,SKU1379,40.04169241,122,345,7561.912288,Unknown,13,19,20,3,Carrier A,5.920995696,Supplier 3,Bangalore,9,878,4,43.28091934,Pass,1.098198335,Rail,Route C,859.2495138
skincare,SKU1380,105.2940296,37,613,5795.951264,Non-binary,94,19,69,5,Carrier A,4.053931027,Supplier 1,Bangalore,7,360,18,46.75333046,Fail,0.060939082,Rail,Route B,394.7550174
haircare,SKU1381,39.02576818,60,937,4838.502034,Male,66,20,25,6,Carrier A,2.764692103,Supplier 2,Mumbai,12,677,9,25.89134213,Fail,3.319729949,Sea,Route A,656.2392579
cosmetics,SKU1382,36.61081324,,595,3940.691682,Unknown,54,11,52,3,Carrier B,5.441743012,Supplier 2,Bangalore,11,398,19,46.69162656,Fail,5.462269179,Air,Route C,644.917195
cosmetics,SKU1383,28.8650432,57,461,4557.051728,Male,32,16,70,7,Carrier A,4.732037767,Supplier 5,Bangalore,2,487,7,4.692577664,Pending,2.763735528,Air,Route A,258.8987321
skincare,SKU1384,19.70658324,14,564,1095.248772,Unknown,27,25,125,7,Carrier A,5.846474682,Supplier 2,Delhi,16,554,8,24.07327393,Pending,3.191967416,Rail,Route A,525.8558029
skincare,SKU1385,46.69705145,26,428,3141.284145,Unknown,35,21,75,1,Carrier C,2.746780545,Supplier 4,Delhi,16,405,21,38.77020109,Pass,1.859777499,Rail,Route A,737.7493215
skincare,SKU1386,38.73738171,44,277,5914.715069,Unknown,18,3,12,2,Carrier A,5.389515514,Supplier 2,Kolkata,6,442,16,4.615704295,Pending,1.261425783,Road,Route B,99.29756459
skincare,SKU1387,49.65068027,2,669,6686.542177,Male,56,19,73,2,Carrier B,9.804564223,Supplier 5,Kolkata,20,794,10,85.49833661,Fail,2.322496946,Road,Route C,611.9005694
haircare,SKU1388,32.28700362,63,840,4000.872258,Male,56,28,68,4,Carrier B,3.50727057,Supplier 2,Mumbai,20,701,16,45.18576469,Fail,2.833775222,Rail,Route A,850.3031019
skincare,SKU1389,41.83719905,71,416,4010.630275,Unknown,34,13,39,6,Carrier B,4.268531701,Supplier 1,Mumbai,14,634,26,110.723808,Pending,3.894055888,Sea,Route B,721.2417504
cosmetics,SKU1390,26.38055165,49,747,7367.459228,Female,58,9,55,4,Carrier C,5.549388973,Supplier 2,Chennai,26,427,26,77.99072501,Pass,2.309015993,Sea,Route B,451.9100928
skincare,SKU1391,74.17610651,61,970,8334.498903,Male,85,2,2,3,Carrier C,4.12092203,Supplier 5,Chennai,32,662,27,91.35141197,Pending,2.602058174,Rail,Route B,295.766328
cosmetics,SKU1392,113.5772959,42,116,6851.055812,Unknown,60,20,82,6,Carrier B,9.123499721,Supplier 2,Bangalore,13,1059,27,51.02137666,Pending,2.224319299,Air,Route C,485.5377108
skincare,SKU1393,12.50838711,42,713,6843.415658,Female,106,27,48,8,Carrier C,4.596080823,Supplier 1,Delhi,19,666,20,72.11866817,Fail,1.165426688,Road,Route C,252.7172573
cosmetics,SKU1394,44.77741438,77,1028,9411.848223,Female,83,23,11,4,Carrier A,10.14959913,Supplier 4,Delhi,23,253,10,42.23661225,Fail,3.088950034,Air,Route A,763.9164851
skincare,SKU1395,75.09280071,24,367,6773.549757,Non-binary,142,21,58,7,Carrier B,8.017147026,Supplier 1,Bangalore,12,1174,13,34.56771661,Pending,3.795790255,Sea,Route A,643.0728618
skincare,SKU1396,53.34903289,2,504,4723.268011,Non-binary,36,26,81,8,Carrier C,3.648865915,Supplier 4,Delhi,17,867,11,38.23906642,Pending,2.810956668,Sea,Route B,429.0235244
skincare,SKU1397,93.35187745,63,102,6423.385183,Female,48,22,38,7,Carrier A,6.592026563,Supplier 3,Mumbai,32,309,4,52.53626889,Pending,2.031053023,Rail,Route B,739.0223138
skincare,SKU1398,0.978510369,21,330,6476.614153,Unknown,20,15,23,5,Carrier B,5.612672875,Supplier 1,Mumbai,24,920,19,17.63344172,Pending,2.394783062,Rail,Route B,18.68304323
cosmetics,SKU1399,24.25690056,42,722,6952.16426,Unknown,46,1,35,4,Carrier C,10.68894601,Supplier 5,Chennai,15,884,20,14.51911458,Pending,3.438256146,Rail,Route A,53.46603288
cosmetics,SKU1400,53.77298191,55,695,623.6282206,Female,92,15,29,5,Carrier A,2.720556908,Supplier 5,Delhi,19,453,19,14.81488946,Fail,1.029832644,Air,Route C,664.6342341
skincare,SKU1401,42.05984736,2,174,7573.156116,Male,77,2,83,8,Carrier B,7.196365111,Supplier 1,Mumbai,9,795,11,15.92796701,Pending,0.901330462,Air,Route B,794.8782018
skincare,SKU1402,91.44321708,77,551,2909.042227,Unknown,2,16,39,4,Carrier B,4.461246621,Supplier 5,Chennai,30,389,10,75.34131917,Fail,2.956997392,Air,Route A,490.4481301
haircare,SKU1403,40.51851711,35,480,7257.15628,Female,0,8,68,3,Carrier A,8.225464366,Supplier 1,Mumbai,15,542,17,29.96140964,Pending,2.220971008,Road,Route C,298.8633452
skincare,SKU1404,34.22891761,47,852,6407.262158,Male,27,8,37,2,Carrier B,2.542179258,Supplier 5,Kolkata,43,55,19,31.74844114,Fail,2.20507137,Rail,Route C,980.8529034
skincare,SKU1405,30.2408454,29,526,3536.427517,Female,7,17,55,11,Carrier B,12.24145468,Supplier 2,Kolkata,29,638,24,20.30758894,Pending,3.595216841,Road,Route A,391.7934393
haircare,SKU1406,44.34036549,44,181,9441.137428,Female,8,6,17,7,Carrier C,1.096651224,Supplier 4,Kolkata,20,9,10,49.27623128,Fail,3.234302639,Rail,Route A,345.4597584
haircare,SKU1407,56.54881318,47,334,2717.957187,Non-binary,59,15,2,3,Carrier B,11.73421482,Supplier 2,Bangalore,23,41,8,51.55380747,Pass,1.479624879,Road,Route C,538.6102706
cosmetics,SKU1408,86.99062709,83,59,4698.958964,Male,3,27,13,9,Carrier A,8.776484735,Supplier 2,Delhi,19,354,16,15.88016441,Pass,0.432460652,Air,Route C,568.0264876
haircare,SKU1409,0.682290856,29,485,3979.738438,Male,26,23,67,11,Carrier A,5.339454491,Supplier 4,Mumbai,19,755,28,47.60121346,Pass,2.391050906,Rail,Route B,241.1944726
haircare,SKU1410,61.34998295,10,285,6950.67294,Non-binary,8,1,35,4,Carrier A,3.532834324,Supplier 5,Delhi,36,239,3,89.51026898,Fail,0.795651151,Rail,Route A,733.0777313
haircare,SKU1411,65.23901312,30,598,6074.633092,Female,72,15,65,5,Carrier A,1.326326157,Supplier 1,Kolkata,13,778,7,21.05590282,Fail,3.838159482,Road,Route A,881.6059118
haircare,SKU1412,27.4594642,43,190,4106.144055,Male,17,21,82,8,Carrier A,1.00193783,Supplier 5,Kolkata,32,716,31,41.51996924,Pending,0.157341,Road,Route C,744.2728935
haircare,SKU1413,116.1047232,39,1013,5621.847946,Unknown,61,11,4,4,Carrier C,8.534008247,Supplier 1,Delhi,21,743,12,57.8438802,Fail,0.752592288,Road,Route C,691.6410155
haircare,SKU1414,57.78705707,37,368,6572.032607,Male,46,15,30,8,Carrier B,5.167543534,Supplier 1,Delhi,19,594,21,17.30060042,Pending,4.27638723,Rail,Route A,499.8187669
skincare,SKU1415,68.55126877,45,1061,4649.915296,Female,59,2,69,10,Carrier A,3.820967865,Supplier 5,Chennai,20,233,20,23.91506015,Pending,1.791942617,Sea,Route B,303.9418259
cosmetics,SKU1416,74.53717173,35,307,5983.486084,Non-binary,32,24,64,1,Carrier B,8.017936524,Supplier 3,Chennai,5,203,28,15.76253091,Fail,5.715205507,Road,Route C,624.3207247
haircare,SKU1417,83.59379984,80,749,965.9201073,Male,33,26,5,6,Carrier A,4.823775687,Supplier 2,Delhi,14,701,20,30.36118892,Pending,1.813675338,Road,Route A,312.1661502
cosmetics,SKU1418,8.565629724,65,1025,1528.056364,Male,13,19,43,7,Carrier B,3.212988969,Supplier 5,Mumbai,24,782,4,67.48359008,Pass,3.451658467,Air,Route B,733.0812365
cosmetics,SKU1419,43.38547158,27,956,7489.045236,Unknown,65,11,91,4,Carrier A,3.553550407,Supplier 5,Kolkata,2,975,16,43.43102082,Pending,1.880642482,Road,Route B,848.2037854
cosmetics,SKU1420,47.22288128,48,729,6594.252837,Male,41,21,57,8,Carrier A,7.460800728,Supplier 1,Kolkata,14,726,21,49.46651391,Pass,2.667140038,Sea,Route B,747.5638449
cosmetics,SKU1421,48.85204938,,401,4529.468562,Unknown,38,13,92,13,Carrier B,6.808652472,Supplier 3,Mumbai,18,632,13,45.27795112,Fail,1.866242526,Air,Route B,811.8162966
haircare,SKU1422,66.55874726,88,725,4390.969932,Male,53,22,56,10,Carrier C,4.400871788,Supplier 4,Mumbai,15,870,18,43.80670746,Pending,0.174266357,Air,Route A,351.1322062
cosmetics,SKU1423,79.52227101,74,510,4439.889018,Female,55,31,50,3,Carrier B,6.866496459,Supplier 1,Bangalore,7,923,11,31.25828178,Fail,3.863806899,Sea,Route A,479.1595275
haircare,SKU1424,27.52948551,47,455,9936.344879,Male,75,27,13,6,Carrier A,8.489154665,Supplier 2,Bangalore,3,34,1,2.635205216,Pending,1.640781409,Sea,Route B,981.4304879
haircare,SKU1425,35.04190217,11,465,7711.248528,Non-binary,55,22,93,6,Carrier C,2.912608704,Supplier 4,Mumbai,31,321,18,82.88435312,Fail,0.172767598,Sea,Route B,562.7141965
haircare,SKU1426,44.13690396,14,345,7645.629572,Unknown,106,23,26,7,Carrier B,7.263569676,Supplier 2,Kolkata,31,617,19,22.10761891,Fail,0.392681276,Air,Route C,688.6880492
cosmetics,SKU1427,21.30762816,28,116,7694.318531,Non-binary,96,31,85,4,Carrier C,3.005725588,Supplier 1,Chennai,23,196,9,60.15897326,Fail,4.019046124,Road,Route A,667.6288374
skincare,SKU1428,68.34754696,,123,10180.72377,Female,21,6,91,3,Carrier C,8.801878333,Supplier 1,Kolkata,8,655,14,31.3354864,Pending,5.084079273,Air,Route A,254.4863611
skincare,SKU1429,59.95353064,56,902,3060.090979,Non-binary,56,8,86,1,Carrier B,5.865433979,Supplier 1,Mumbai,16,810,17,54.84571905,Fail,1.171115918,Road,Route A,700.0384054
haircare,SKU1430,25.74945542,6,305,6351.047342,Unknown,13,18,39,4,Carrier B,10.72106092,Supplier 1,Chennai,11,303,22,94.70198988,Pass,2.71675036,Sea,Route C,660.1888638
haircare,SKU1431,71.2851159,51,571,7904.715,Unknown,28,20,12,4,Carrier A,3.626366161,Supplier 1,Delhi,16,20,10,76.32451976,Pass,3.284179646,Rail,Route A,765.6148996
haircare,SKU1432,54.36520635,11,467,8563.445602,Male,64,3,35,8,Carrier B,3.940888817,Supplier 4,Delhi,23,799,11,8.846231657,Pending,2.947543804,Air,Route B,557.1042914
cosmetics,SKU1433,25.97138004,98,466,4012.738077,Male,109,7,56,7,Carrier B,5.676721608,Supplier 1,Chennai,6,558,23,46.47518175,Pending,2.006441695,Sea,Route B,497.9077179
skincare,SKU1434,20.98765052,27,726,7296.892825,Male,36,23,51,5,Carrier C,0.78207391,Supplier 1,Mumbai,20,486,34,63.64230898,Pass,1.941625657,Road,Route C,478.0587428
cosmetics,SKU1435,63.18240534,8,233,7167.730633,Male,91,18,48,8,Carrier B,7.033902545,Supplier 2,Chennai,26,502,0,79.0525521,Fail,0.982654556,Road,Route A,331.1471283
haircare,SKU1436,85.5192733,86,27,2959.912088,Male,80,7,45,3,Carrier A,5.733628571,Supplier 2,Mumbai,32,187,31,88.71293344,Pass,2.275023316,Road,Route A,1114.287091
haircare,SKU1437,68.40268161,,92,3422.735386,Male,65,12,74,10,Carrier C,9.461603476,Supplier 1,Mumbai,25,487,21,1.121489588,Pass,3.701375911,Road,Route B,609.0712276
cosmetics,SKU1438,99.1044652,56,317,2341.775815,Unknown,44,32,13,2,Carrier B,5.347296573,Supplier 2,Bangalore,1,642,21,38.23110342,Fail,3.058737848,Air,Route A,392.3280412
skincare,SKU1439,21.51194897,44,440,6559.854625,Male,32,20,52,8,Carrier C,6.18686745,Supplier 1,Mumbai,27,672,6,69.26214461,Pass,1.566020508,Air,Route A,611.505949
haircare,SKU1440,54.03836548,26,833,4956.301458,Non-binary,43,20,3,6,Carrier B,2.535956691,Supplier 2,Bangalore,36,386,5,22.43341994,Fail,3.63458239,Air,Route B,503.3598535
skincare,SKU1441,80.4828929,72,512,8967.023439,Non-binary,37,10,26,3,Carrier B,4.42528029,Supplier 4,Kolkata,21,602,9,39.81226767,Pending,2.893092257,Sea,Route A,175.4397267
haircare,SKU1442,102.1152427,,243,4502.814051,Non-binary,64,6,51,6,Carrier B,8.705479966,Supplier 5,Bangalore,3,454,17,73.98434588,Pending,3.487142345,Rail,Route C,731.0997623
cosmetics,SKU1443,53.72193263,108,381,3975.702204,Non-binary,13,3,76,6,Carrier C,6.494405971,Supplier 2,Chennai,6,153,22,0.925695806,Pass,3.705737972,Rail,Route A,348.0646988
haircare,SKU1444,84.4232398,9,496,10003.66835,Unknown,93,9,81,6,Carrier C,5.762700267,Supplier 1,Chennai,13,610,17,14.75051205,Fail,0.251051207,Rail,Route B,510.025477
haircare,SKU1445,41.7737792,51,733,7884.300763,Non-binary,0,11,69,8,Carrier B,0.128812416,Supplier 3,Chennai,19,987,8,61.61496783,Fail,5.628911322,Road,Route A,644.5576294
skincare,SKU1446,70.06096387,36,775,642.7782823,Male,90,6,8,4,Carrier A,5.634941229,Supplier 5,Mumbai,22,545,12,35.04712151,Fail,2.935773382,Air,Route A,177.9526175
haircare,SKU1447,72.22909311,13,46,7617.604312,Non-binary,2,17,41,7,Carrier C,5.586051343,Supplier 1,Kolkata,34,891,0,12.48503848,Pending,0.549142325,Rail,Route A,541.0686379
haircare,SKU1448,14.23739561,50,70,2946.151384,Unknown,59,2,96,5,Carrier B,5.989184306,Supplier 2,Bangalore,47,1053,37,38.9498212,Fail,1.401319541,Road,Route B,585.2357658
cosmetics,SKU1449,71.06533768,69,1249,8922.116216,Female,17,18,70,1,Carrier A,4.409893844,Supplier 2,Mumbai,12,608,2,9.799129111,Fail,2.812502208,Road,Route C,858.6301726
haircare,SKU1450,42.89065427,24,511,2574.922394,Unknown,2,21,58,4,Carrier B,8.098649638,Supplier 1,Chennai,20,936,5,95.47396979,Pending,3.086721721,Rail,Route B,120.4429094
skincare,SKU1451,35.35227719,56,653,6692.036369,Non-binary,49,25,8,0,Carrier A,2.346383349,Supplier 5,Delhi,9,548,6,51.51704083,Pending,0.444195246,Rail,Route C,236.5138296
cosmetics,SKU1452,67.27133634,2,408,8553.372159,Non-binary,35,7,24,2,Carrier C,2.817826443,Supplier 4,Chennai,26,642,23,16.79585391,Pass,1.983031339,Rail,Route A,176.5137839
skincare,SKU1453,73.13501025,27,464,3332.215792,Unknown,10,16,87,6,Carrier C,6.765752982,Supplier 4,Chennai,17,285,18,23.85069064,Pass,4.660716603,Rail,Route B,237.6011694
skincare,SKU1454,24.60550572,5,-397,7039.528838,Non-binary,72,24,71,3,Carrier C,5.426988937,Supplier 1,Delhi,20,405,32,67.22416438,Pending,0.117310307,Road,Route B,248.6951538
skincare,SKU1455,72.17497462,2,567,5570.917375,Unknown,16,15,57,3,Carrier B,6.327173484,Supplier 2,Chennai,23,595,5,39.94780947,Pass,1.370388639,Rail,Route C,984.2105057
cosmetics,SKU1456,34.10087143,80,117,3999.180059,Unknown,71,25,76,3,Carrier C,8.52779457,Supplier 5,Chennai,11,721,2,54.45523785,Pending,4.035496333,Rail,Route A,635.5731017
haircare,SKU1457,48.88677762,45,861,6139.728769,Female,64,11,95,7,Carrier A,2.14507285,Supplier 1,Chennai,0,593,20,11.28069317,Pass,0.603724643,Road,Route B,276.1341841
skincare,SKU1458,14.11831589,67,263,4953.57203,Unknown,39,17,111,8,Carrier A,0.314289101,Supplier 5,Bangalore,13,524,19,44.49064321,Pending,1.504713453,Sea,Route A,636.1637948
haircare,SKU1459,33.38484562,86,244,8530.387428,Unknown,6,11,59,5,Carrier C,8.749682179,Supplier 2,Delhi,15,447,4,14.87765247,Pass,0.929809262,Road,Route A,723.8677342
haircare,SKU1460,105.3409875,48,31,2572.393334,Male,42,3,67,2,Carrier A,3.581627641,Supplier 1,Delhi,34,362,17,64.15531951,Pending,2.709561598,Air,Route B,487.8987504
haircare,SKU1461,91.38723019,66,192,9935.932285,Unknown,44,9,44,0,Carrier B,8.159064075,Supplier 5,Mumbai,7,754,0,51.68183564,Pending,3.182602052,Air,Route C,876.7648726
skincare,SKU1462,30.97119096,21,3,7044.354533,Female,45,8,45,6,Carrier B,11.12312899,Supplier 1,Mumbai,17,653,10,57.68542482,Fail,3.392890821,Road,Route C,843.0776597
skincare,SKU1463,13.63889078,51,225,4867.897055,Non-binary,27,10,29,4,Carrier C,2.062410365,Supplier 4,Mumbai,12,506,21,78.25841987,Pending,1.883175058,Rail,Route C,379.484664
skincare,SKU1464,61.73210037,64,914,7139.3539,Unknown,42,23,81,6,Carrier C,2.938151597,Supplier 2,Bangalore,31,754,26,26.92050459,Pending,1.883854216,Air,Route A,389.2881787
cosmetics,SKU1465,98.60020305,44,343,3946.711639,Non-binary,47,0,66,4,Carrier B,1.549819423,Supplier 2,Delhi,11,510,11,59.56052242,Pending,4.475056049,Road,Route A,561.9137057
haircare,SKU1466,59.60801713,11,372,8047.00836,Non-binary,60,21,91,7,Carrier C,5.08855921,Supplier 2,Kolkata,24,809,23,43.59720153,Pending,3.036839908,Road,Route B,421.8100794
skincare,SKU1467,49.87063598,20,-486,3610.202879,Non-binary,22,8,60,11,Carrier B,6.593421301,Supplier 2,Bangalore,2,327,5,49.35039937,Pending,0.210877634,Rail,Route B,682.5688285
skincare,SKU1468,92.66799656,76,137,5255.862632,Unknown,89,11,40,6,Carrier A,9.80966354,Supplier 1,Mumbai,22,301,11,8.491263529,Pass,1.77759228,Air,Route C,893.534214
skincare,SKU1469,36.35050249,87,227,3366.545296,Male,42,16,48,5,Carrier C,4.672091057,Supplier 1,Bangalore,3,400,18,38.8874884,Fail,3.747232422,Air,Route A,93.25002596
haircare,SKU1470,24.34305495,32,1020,3111.135824,Male,80,8,34,7,Carrier C,4.378175707,Supplier 1,Kolkata,19,330,5,31.57677179,Fail,1.391279898,Road,Route B,431.8539956
skincare,SKU1471,47.76223242,12,587,6692.962758,Unknown,9,12,32,0,Carrier C,0.349091255,Supplier 3,Mumbai,12,379,15,58.51376947,Fail,1.160138419,Rail,Route A,401.7828824
haircare,SKU1472,53.88014665,73,462,7134.476036,Male,50,7,71,6,Carrier C,5.02478056,Supplier 1,Bangalore,11,681,28,30.71713752,Pending,1.671389791,Sea,Route C,582.2833007
cosmetics,SKU1473,37.59212469,12,85,2272.206315,Non-binary,48,9,6,6,Carrier B,6.793068018,Supplier 2,Chennai,5,747,18,27.10059641,Pending,4.032017634,Road,Route A,769.7523236
skincare,SKU1474,57.65552763,82,416,2943.464746,Non-binary,80,7,9,7,Carrier B,5.553790256,Supplier 5,Bangalore,36,425,4,79.9731284,Fail,0.245129951,Air,Route B,708.5734409
skincare,SKU1475,65.36342862,85,193,5249.056646,Female,59,17,40,5,Carrier C,6.602335511,Supplier 1,Delhi,14,506,18,73.48935103,Fail,3.321365643,Rail,Route B,685.4189114
cosmetics,SKU1476,1.933890607,111,404,9944.663807,Non-binary,68,33,99,5,Carrier A,2.008485051,Supplier 5,Mumbai,17,713,11,61.81210254,Fail,0.729405453,Sea,Route B,8.32809368
haircare,SKU1477,13.95591501,96,252,2466.720374,Male,45,26,40,4,Carrier A,3.434803044,Supplier 4,Chennai,14,339,5,41.26208474,Pass,4.335374117,Air,Route C,526.3848255
cosmetics,SKU1478,43.40039867,66,396,12269.59902,Female,87,15,55,5,Carrier B,5.512452934,Supplier 2,Delhi,9,619,4,15.71863007,Pass,2.354711164,Air,Route B,668.7074527
haircare,SKU1479,63.40548533,59,401,3678.345411,Unknown,59,21,41,7,Carrier A,8.15809648,Supplier 4,Kolkata,36,432,21,35.30631242,Fail,2.123499776,Rail,Route A,32.04384077
cosmetics,SKU1480,85.95202566,1,82,6421.342142,Non-binary,56,18,93,8,Carrier A,4.821361027,Supplier 5,Bangalore,23,586,13,16.89621808,Pending,2.270066431,Air,Route A,520.2884903
skincare,SKU1481,59.07388265,50,98,5784.213228,Unknown,76,13,35,4,Carrier B,9.548878518,Supplier 1,Bangalore,3,564,14,72.70776479,Fail,0.846570162,Road,Route A,461.1086157
haircare,SKU1482,69.86831897,25,457,7382.809055,Female,102,25,61,5,Carrier B,6.979794879,Supplier 3,Bangalore,14,466,11,41.5772517,Fail,3.131835411,Air,Route A,149.9460043
cosmetics,SKU1483,52.67888619,27,481,8324.017896,Unknown,109,17,85,2,Carrier B,8.905487055,Supplier 5,Kolkata,8,481,3,54.92235423,Pass,1.65357704,Air,Route B,175.4207422
